record_id,title,authors,year,venue,doi,url,citation,pub_type,peer_reviewed
rec_00617,Coded Aperture Radar Imaging Using Reconfigurable Intelligent Surfaces,"R. Sankar, S. Chepuri",2023,IEEE International Workshop on Computational Advances in Multi-Sensor Adaptive Processing,10.1109/CAMSAP58249.2023.10403473,https://doi.org/10.1109/CAMSAP58249.2023.10403473,,,
rec_00133,"Coding metamaterials, digital metamaterials and programmable metamaterials","Tie Jun Cui, Mei Qing Qi, Xiang Wan, Jie Zhao, Qiang Cheng",2014,,10.1038/lsa.2014.99,-,,,
rec_00095,Coexistence of Distributed Sensing and Ultra-Simple Coherent RoF Based Front-Haul for Radio Access Network,"Maoqi Liu, Jingchuan Wang, Chen Liu, Changyuan Yu, Chao Lu",-,,10.1109/jlt.2025.3555486,-,,,
rec_00470,COLoRIS: Localization-Agnostic Smart Surfaces Enabling Opportunistic ISAC in 6G Networks,"Guillermo Encinas-Lago, Francesco Devoti, Marco Rossanese, Vincenzo Sciancalepore, M. D. Renzo, Xavier Costa-Pérez",2024,IEEE Transactions on Mobile Computing,10.1109/TMC.2025.3556326,https://doi.org/10.1109/TMC.2025.3556326,,,
rec_00443,Communications-Centric Secure ISAC with Hybrid Reconfigurable Intelligent Surfaces,"Ioannis Gavras, George C. Alexandropoulos",2025,-,-,-,,,
rec_00055,CoMP ISAC Design Adopting Distinct Symbol Durations and Waveforms,"Li Chen, Haoyu Zhang, Changsheng You, Guo Wei",-,,10.1109/twc.2024.3518542,-,,,
rec_00747,Compact Varactor-Integrated RIS for Wideband and Continuously Tunable Beamforming,"Yikun Li, Yufei Zhao, Chau Yuen, Xiong Qin, Christ Clenson, Chao Du, Yong Liang Guan",2025,-,10.1109/lawp.2025.3580590,-,,,
rec_00125,Complex spatial light modulation capability of a dual layer in-plane switching liquid crystal panel,"Seong-Woo Jang, Wonwoo Choi, Soobin Kim, Jonghyun Lee, Sehwan Na, Sangwon Ham, Juseong Park, Hoon Kang, Byeong-Kwon Ju, Hwi Kim",-,,10.1038/s41598-022-12292-4,-,,,
rec_00510,Constant Modulus Waveform Design for RIS-Aided ISAC System,"Mingli Shi, Xiaohui Li, Jiawen Liu, Siting Lv",2024,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3362431,https://doi.org/10.1109/TVT.2024.3362431,,,
rec_00577,Cooperative double-IRS Assisted Integrated Sensing and Communication Under NLoS Conditions,"Wan Xiang, Yawen Chen, Zhaoming Lu, X. Wen",2023,ICC 2023 - IEEE International Conference on Communications,10.1109/ICC45041.2023.10279107,https://doi.org/10.1109/ICC45041.2023.10279107,,,
rec_00071,Cooperative Sensing and User-Echo Associations for Integrated Sensing and Communication Networks,"Haiying Zhang, Shuyi Chen, Weixiao Meng, Cheng Li",-,,10.1109/globecom52923.2024.10901313,-,,,
rec_00605,Coordinated Beamforming for RIS-Empowered ISAC Systems over Secure Low-Altitude Networks,"Chunjie Wang, Xuhui Zhang, Wenchao Liu, Jinke Ren, Huijun Xing, Shuqiang Wang, Yanyan Shen",2025,arXiv.org,10.48550/arXiv.2505.24804,https://doi.org/10.48550/arXiv.2505.24804,,,
rec_00515,Covert Beamforming Design for Active RIS-Assisted NOMA-ISAC Systems,"Peng Chen, Fengcheng Xiao, Liang Yang, Theodoros A. Tsiftsis, Hongwu Liu",2023,2023 IEEE Globecom Workshops (GC Wkshps),10.1109/GCWkshps58843.2023.10464669,https://doi.org/10.1109/GCWkshps58843.2023.10464669,,,
rec_00538,Cramér-Rao Bound Minimization for IRS-Enabled Multiuser Integrated Sensing and Communications,"Xianxin Song, Xiaoqi Qin, Jie Xu, Rui Zhang",2023,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3364913,https://doi.org/10.1109/TWC.2024.3364913,,,
rec_00330,Cramér-Rao Bound Optimization for Active RIS-Empowered ISAC Systems,"Qi Zhu, Ming Li, Rang Liu, Qian Liu",2023,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3384501,https://doi.org/10.1109/TWC.2024.3384501,,,
rec_00512,Cramér-Rao Bound Optimization for STAR-RIS Enabled ISAC System,"Yichao Peng, Tingting Zhang, Rongkun Jiang, Liming Wang",2024,"2024 IEEE International Conference on Signal, Information and Data Processing (ICSIDP)",10.1109/ICSIDP62679.2024.10868648,https://doi.org/10.1109/ICSIDP62679.2024.10868648,,,
rec_00675,Cramér-Rao Lower Bound and Fairness Optimization in STAR-RIS Assisted ISAC Systems,"Ruidong Wang, Yuwen Cao, Tomoaki Ohtsuki, Jiguang He",2024,2024 IEEE 100th Vehicular Technology Conference (VTC2024-Fall),10.1109/VTC2024-Fall63153.2024.10757612,https://doi.org/10.1109/VTC2024-Fall63153.2024.10757612,,,
rec_00401,CRB Minimization for RIS-Aided mmWave Integrated Sensing and Communications,"Wanting Lyu, Songjie Yang, Yue Xiu, Ya Li, Hongjun He, Chau Yuen, Zhongpei Zhang",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3361939,https://doi.org/10.1109/JIOT.2024.3361939,,,
rec_00160,"Data-driven integrated sensing and communication: Recent advances, challenges, and future prospects","Hammam Salem, Haleema Sadia, Muzakkir Quamar, Adeb Magad, Mohammed Elrashidy, Nasir Saeed, Mudassir Masood",2025,,10.2139/ssrn.5186125,-,,,
rec_00151,Deep neural network-based phase calibration in integrated optical phased arrays,"Jae-Yong Kim, Junhyeong Kim, Jinhyeong Yoon, Seokjin Hong, Berkay Neseli, Namhyun Kwon, Jong-Bum You, Hyeonho Yoon, Hyo-Hoon Park, Hamza Kurt",-,,10.1038/s41598-023-47004-z,-,,,
rec_00670,Deep Reinforcement Learning for Active RIS-Assisted Full-Duplex Integrated Sensing and Communication Systems,"Bingxin Zhang, Kang Zheng, Chao Tong, Kun Yang, Kang Yan",2024,"International Conference on Trust, Security and Privacy in Computing and Communications",10.1109/TrustCom63139.2024.00373,https://doi.org/10.1109/TrustCom63139.2024.00373,,,
rec_00516,Deep Reinforcement Learning Over RIS-Assisted Integrated Sensing and Communication: Challenges and Opportunities,"Zhen Chen, Lei Huang, Hing Cheung So, Hao Jiang, Xiu Yin Zhang, Jiangzhou Wang",2025,IEEE Vehicular Technology Magazine,10.1109/MVT.2024.3503537,https://doi.org/10.1109/MVT.2024.3503537,,,
rec_00621,Demo: Reconfigurable Distributed Antennas and Reflecting Surface (RDARS)-aided Integrated Sensing and Communication System,"Jintao Wang, Cheng‐Gao Ji, Jiajia Guo, Shaodan Ma",2023,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC57788.2023.10233300,https://doi.org/10.1109/ICCC57788.2023.10233300,,,
rec_00092,Demonstration of Photonic Sub-THz ISAC System with Real-Time 251.03-Gbps Communication Rate and Offline 2.5-cm Sensing Resolution,"Mingzheng Lei, Zhidong Lyu, Qingzhi Zhou, Junhao Zhang, Hao Li, Bingchang Hua, Jiao Zhang, Yuancheng Cai, Junjie Ding, Xingyu Chen, Lu Zhang, Jianjun Yu, Min Zhu",-,,10.1109/icocn63276.2024.10648485,-,,,
rec_00750,Design and Analysis of a 1-Bit Reflective Metasurface for Reconfigurable Intelligent Surface Applications in the Ka-Band,"Asad Khan, Jinling Zhang, Muhammad Ishfaq, H. M. Bilal, Shahbaz Khan, K. Soothar",2024,Asia Communications and Photonics conference and Exhibition,10.1109/ACP/IPOC63121.2024.10809368,https://doi.org/10.1109/ACP/IPOC63121.2024.10809368,,,
rec_00144,Design and implementation of underwater optical wireless communication prototype system supporting automatic beam alignment,"Yeongho Park, Hyojin Lim, Yujae Song",2024,,10.1016/j.icte.2024.07.006,-,,,
rec_00374,Design of ISAC Directional Modulation Exploring Reconfigurable Intelligent Surface,"Jiyuan Fan, Bo Zhang, Baoju Zhang, Yuan Ding, Taekon Kim, Maolin Lin",2024,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC62609.2024.10942207,https://doi.org/10.1109/ICCC62609.2024.10942207,,,
rec_00145,Design of optical phased array with low-sidelobe beam steering in thin film lithium niobate,"Yang Li, Huajiang Chen, Runhao Liu, Shiyao Deng, Jinmian Zhu, Yuanzhi Hu, Tiefeng Yang, Heyuan Guan, Huihui Lu",2023,,10.1016/j.optlastec.2023.110432,-,,,
rec_00251,"Designs of metareflectors based on nanodisk and annular hole arrays with polarization independence, switching, and broad bandwidth characteristics","Xiaocan Xu, Yu-Sheng Lin, Rongpeng Fang, Bo-Ru Yang",-,-,10.1364/ome.437980,-,,,
rec_00315,Destructive and constructive RIS beamforming in an ISAC-multi-user MIMO network,"Steven Rivetti, Ozlem Tuugfe Demir, Emil Björnson, Mikael Skoglund",2024,arXiv.org,10.48550/arXiv.2404.11314,https://doi.org/10.48550/arXiv.2404.11314,,,
rec_00449,Detecting Angle of Arrival on a Hybrid RIS Using Intensity-Only Data,"Idban Alamzadeh, M. Imani",2023,IEEE Antennas and Wireless Propagation Letters,10.1109/LAWP.2023.3288123,https://doi.org/10.1109/LAWP.2023.3288123,,,
rec_00697,Detection and Multiparameter Estimation for NLoS Targets: An RIS-Assisted Framework,"Zhouyuan Yu, Xiaoling Hu, Chenxi Liu, Qin Tao, Mugen Peng",2025,IEEE Transactions on Signal Processing,10.1109/TSP.2025.3546991,https://doi.org/10.1109/TSP.2025.3546991,,,
rec_00689,Difference Imaging-Based Parking Lot Surveillance in Multi-RIS-Aided Collaborative ISAC System,"Zhengze Ji, Yixuan Huang, Zhixin Chen, Jie Yang, Shi Jin",2025,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC65529.2025.11149142,https://doi.org/10.1109/ICCC65529.2025.11149142,,,
rec_00477,Digital RIS (DRIS): The Future of Digital Beam Management in RIS-Assisted OWC Systems,"A. Ndjiongue, T. Ngatched, O. Dobre, H. Haas",2021,Journal of Lightwave Technology,10.1109/JLT.2022.3176762,https://doi.org/10.1109/JLT.2022.3176762,,,
rec_00067,Distributed Multinode Cooperative Integrated Sensing and Communication Systems: Joint Beamforming and Grouping Design,"Xiaohui Li, Qi Zhu, Yunpei Chen, Yifei Yuan",2025,,10.1109/jiot.2025.3543558,-,,,
rec_00561,Double-Sided Beamforming in OWC Systems Using Omni-Digital Reconfigurable Intelligent Surfaces,"A. Ndjiongue, T. Ngatched, O. Dobre, H. Haas",2022,arXiv.org,10.48550/arXiv.2203.03781,https://doi.org/10.48550/arXiv.2203.03781,,,
rec_00602,Downlink and Uplink ISAC in Continuous-Aperture Array (CAPA) Systems,"Boqun Zhao, Chongjun Ouyang, Xingqi Zhang, Hyundong Shin, Yuanwei Liu",2025,IEEE Transactions on Wireless Communications,10.48550/arXiv.2502.06967,https://doi.org/10.48550/arXiv.2502.06967,,,
rec_00564,DRL-Based Joint Trajectory Planning and Beamforming Optimization in Aerial RIS-Assisted ISAC System,"Xipeng Chen, Xiaowen Cao, Lifeng Xie, Yejun He",2024,2024 IEEE International Workshop on Radio Frequency and Antenna Technologies (iWRF&AT),10.1109/iWRFAT61200.2024.10594249,https://doi.org/10.1109/iWRFAT61200.2024.10594249,,,
rec_00552,DRL-based STAR-RIS-Assisted ISAC Secure Communications,"Zhengyu Zhu, Mengfei Gong, Zheng Chu, Pei Xiao, Gangcan Sun, De Mi, Ziming He, Fei Tong",2023,2023 International Conference on Ubiquitous Communication (Ucom),10.1109/Ucom59132.2023.10257639,https://doi.org/10.1109/Ucom59132.2023.10257639,,,
rec_00417,Dual Dielectric Metasurface for Simultaneous Sensing and Reconfigurable Reflections,"Mahesh Birari, D. S. Nagarkoti, A. Katsounaros, Hruday Kumar Reddy Mudireddy, Jagannath Malik, G. C. Alexandropoulos",2025,European Conference on Antennas and Propagation,10.23919/EuCAP63536.2025.10999925,https://doi.org/10.23919/EuCAP63536.2025.10999925,,,
rec_00660,Dual Functional mm Wave RIS for Radar and Communication Coexistence in Near Field,"A. Tishchenko, Ahmed Elzanaty, F. Guidi, A. Guerra, Alberto Zanella, Mohsen Khalily",2024,European Conference on Antennas and Propagation,10.23919/EuCAP60739.2024.10501244,https://doi.org/10.23919/EuCAP60739.2024.10501244,,,
rec_00712,Dual Quadrature Phase Reflection Modulation for RIS-Assisted Integrated Sensing and Communication,"Mei Gao, Wenchi Cheng, W. Zhang, Wei Xie",2022,International Conference on Wireless Communications and Signal Processing,10.1109/WCSP55476.2022.10039305,https://doi.org/10.1109/WCSP55476.2022.10039305,,,
rec_00560,Dual Target-Mounted RISs-Assisted ISAC Against Eavesdropping and Malicious Interference,"Zehra Yigit, Sefa Kayraklik, E. Başar, Ali Gorcin",2025,-,-,-,,,
rec_00149,Dual-axis beam-steering optical-phased array with purely passive phase shifters,"Venus Kakdarvishi, Bowen Yu, Konstantin Tsoi, Yasha Yi",-,,10.1117/1.oe.64.6.065103,-,,,
rec_00739,Dual-Functional Internet of Meta-Material Things Networks: Integrated Sensing and Communication,"Zhiquan Xu, Xu Liu, Hongliang Zhang, Lingyang Song",2023,Global Communications Conference,10.1109/GLOBECOM54140.2023.10437868,https://doi.org/10.1109/GLOBECOM54140.2023.10437868,,,
rec_00290,Dual-Functional MIMO Beamforming Optimization for RIS-Aided Integrated Sensing and Communication,"Xin Zhao, Heng Liu, Shiqi Gong, X. Ju, C. Xing, Nan Zhao",2023,IEEE Transactions on Communications,10.1109/TCOMM.2024.3384932,https://doi.org/10.1109/TCOMM.2024.3384932,,,
rec_00583,Dual-Functional Waveform Design for STAR-RIS Aided ISAC via Deep Reinforcement Learning,"Jifa Zhang, Shiqi Gong, Weidang Lu, Chengwen Xing, Nan Zhao, Derrick Wing Kwan Ng, D. Niyato",2024,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",10.1109/PIMRC59610.2024.10817375,https://doi.org/10.1109/PIMRC59610.2024.10817375,,,
rec_00611,Dual-Polarized Reconfigurable Intelligent Surface-Assisted Broad Beamforming,"Parisa Ramezani, Maksym A. Girnyk, Emil Björnson",2023,IEEE Communications Letters,10.1109/LCOMM.2023.3317439,https://doi.org/10.1109/LCOMM.2023.3317439,,,
rec_00353,Dual-Polarized RIS-Assisted Secure Integrated Sensing and Communication Systems,"Yu Zhang, Xinyue Hu, Jiaru Yang, Wanqing Zhang, Xueyan Li, Xingwang Li, D. B. da Costa",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3503691,https://doi.org/10.1109/TVT.2024.3503691,,,
rec_00498,Dual-RIS Assisted 3D Positioning and Beamforming Design in ISAC System,"Dejie Ma, Zhiquan Bai, Jinqiu Zhao, Hao Xu, Zeyu Liu, Di Zhou, Mingyan Jiang, Kyungsup Kwak",2024,International Conference on Advanced Communication Technology,10.23919/ICACT60172.2024.10471980,https://doi.org/10.23919/ICACT60172.2024.10471980,,,
rec_00745,Dynamic Agile Reconfigurable Intelligent Surface Antenna (DARISA) MIMO: DoF Analysis and Effective DoF Optimization,"Jiale Bai, Hui-Ming Wang, Liang Jin",2025,arXiv.org,10.48550/arXiv.2507.19136,https://doi.org/10.48550/arXiv.2507.19136,,,
rec_00034,Efficient Fusion and Reconstruction for Communication and Sensing Signals in Green IoT Networks,"Zexuan Jing, Junsheng Mu, Xinyu Li, Quan Zhou, Qinghua Tian",2023,,10.1109/jiot.2022.3222513,-,,,
rec_00505,Efficient Target Search and Detection in RIS-Aided Integrated Sensing and Communications System,"Jun Xiao, Jianhua Tang, Jiao Chen",2024,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3350070,https://doi.org/10.1109/TVT.2024.3350070,,,
rec_00636,eHPWAS'22: 10th International Workshop on e-Health Pervasive Wireless Applications and Services 2022 - Program,-,2022,"2022 18th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)",10.1109/wimob55322.2022.9941644,https://doi.org/10.1109/wimob55322.2022.9941644,,,
rec_00378,Electrically addressable integrated intelligent terahertz metasurface,"Benwen Chen, Xinru Wang, Weili Li, Chun Xing Li, Zhaosong Wang, Hangbin Guo, Jingbo Wu, K. Fan, Caihong Zhang, Yunbin He, B. Jin, Jian Chen, Peiheng Wu",2022,Science Advances,10.1126/sciadv.add1296,https://doi.org/10.1126/sciadv.add1296,,,
rec_00129,Electrically programmable solid-state metasurfaces via flash localised heating,"Khosro Zangeneh Kamali, Lei Xu, Nikita Gagrani, Hark Hoe, Chennupati Jagadish, Andrey Miroshnichenko, Dragomir Neshev, Mohsen Rahmani",-,,10.1038/s41377-023-01078-6,-,,,
rec_00593,Empowering ISAC Systems With Federated Learning: A Focus on Satellite and RIS-Enhanced Terrestrial Integrated Networks,"S. Pala, Keshav Singh, Chih-Peng Li, O. Dobre",2025,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3502394,https://doi.org/10.1109/TWC.2024.3502394,,,
rec_00305,Enabling Integrated Communication and Sensing Using Reflectarray and Orbital Angular Momentum,"Ali Ali, Maryam Khodadadi, Atta Quddus, G. Gradoni, Mohsen Khalily",2025,European Conference on Antennas and Propagation,10.23919/EuCAP63536.2025.10999669,https://doi.org/10.23919/EuCAP63536.2025.10999669,,,
rec_00630,Energy efficiency maximization for active RIS-aided integrated sensing and communication,"Mohamed Rihan, Alessio Zappone, Stefano Buzzi, Dirk Wübben, A. Dekorsy",2024,EURASIP Journal on Wireless Communications and Networking,10.1186/s13638-024-02346-8,https://doi.org/10.1186/s13638-024-02346-8,,,
rec_00584,Energy Efficiency Optimization in Active Reconfigurable Intelligent Surface-Aided Integrated Sensing and Communication Systems,"Jun-qing Ye, Mohamed Rihan, Peichan Zhang, Lei Huang, Stefano Buzzi, Zhen Chen",2023,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3465897,https://doi.org/10.1109/TVT.2024.3465897,,,
rec_00012,Energy-Efficient OIRS-Aided VLC Systems Employing ML-Based User Orientation and Obstacle Awareness,"Anand Singh, Haythem Bany Salameh, Moussa Ayyash, Hany Elgala, Haythem Bany Salameh",-,,10.1109/jsen.2024.3476375,-,,,
rec_00613,Enhanced ISAC Framework for Moving Target Assisted by Beyond-Diagonal RIS: Accurate Localization and Efficient Communication,"Dawei Wang, Zijun Wang, Weichao Yang, Hongbo Zhao, Yixin He, Li Li, Zhongxiang Wei, Fuhui Zhou",2025,IEEE Transactions on Network Science and Engineering,10.1109/TNSE.2025.3571278,https://doi.org/10.1109/TNSE.2025.3571278,,,
rec_00091,Enhanced Room Coverage with Photon-Level NLOS Ultraviolet Optical Wireless Communication,"Jian Shao, Tilahun Zerihun Gutema, Wasiu O Popoola",-,,10.1109/lpt.2025.3559423,-,,,
rec_00302,Enhanced Sensing Performance in ISAC Systems With Communication Security Rate Constraints,"Shiyao Meng, Min Jia, Qing Guo, Hui Wang, Zhouhao Tang",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3544752,https://doi.org/10.1109/TVT.2025.3544752,,,
rec_00112,Enhancing Battlefield Awareness: An Aerial RIS-assisted ISAC System with Deep Reinforcement Learning,"Hyunsang Cho, Seonghoon Yoo, Bang Chul Jung, Joonhyuk Kang",2024,IEEE Military Communications Conference,10.1109/milcom61039.2024.10774028,https://doi.org/10.1109/MILCOM61039.2024.10774028,,,
rec_00703,Enhancing Cooperative Communications via Reconfigurable Intelligent Surface-Assisted Strategies and the Integration of Low-Density Parity-Check Codes,"Shakespear Takudzwa Samu, Shunwai Zhang, Samuel Magunda",2023,"2023 IEEE 7th International Conference on Information Technology, Information Systems and Electrical Engineering (ICITISEE)",10.1109/ICITISEE58992.2023.10404162,https://doi.org/10.1109/ICITISEE58992.2023.10404162,,,
rec_00386,Enhancing ISAC Network Throughput Using Beyond Diagonal RIS,"Zengrui Liu, Yang Liu, Shanpu Shen, Qingqing Wu, Qingjiang Shi",2024,IEEE Wireless Communications Letters,10.1109/LWC.2024.3386155,https://doi.org/10.1109/LWC.2024.3386155,,,
rec_00268,Enhancing Performance of Integrated Sensing and Communication via Joint Optimization of Hybrid and Passive Reconfigurable Intelligent Surfaces,"Jingwen Zhang, Siqiang Wang, Zhong Zheng, Zesong Fei, Hanxiao Yu, Qin Zhang, Zhu Han",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3425164,https://doi.org/10.1109/JIOT.2024.3425164,,,
rec_00085,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,"Lina Shi, Ziqi Liu, Bastien Béchadergue, Hongyu Guan, Luc Chassagne, Xun Zhang, Luc Chas",2024,,10.1109/jlt.2024.3415417,-,,,
rec_00681,Experimental Demonstration of Sensing Using Hybrid Reconfigurable Intelligent Surfaces,"Idban Alamzadeh, Mohammadreza F. Imani",2025,Italian National Conference on Sensors,10.3390/s25061811,https://doi.org/10.3390/s25061811,,,
rec_00627,Exploiting Movable Elements of Intelligent Reflecting Surface for Enhancement of Integrated Sensing and Communication,"Xingyu Peng, Qin Tao, Y. L. Guan, Xiaoming Chen",2025,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3592747,https://doi.org/10.1109/twc.2025.3592747,,,
rec_00280,Exploiting NOMA and RIS in Integrated Sensing and Communication,"Jia-kuo Zuo, Yuanwei Liu, Chenming Zhu, Yixuan Zou, Deng-yin Zhang, N. Al-Dhahir",2022,IEEE Transactions on Vehicular Technology,10.1109/TVT.2023.3272036,https://doi.org/10.1109/TVT.2023.3272036,,,
rec_00546,Exploiting RIS in Secure Beamforming Design for NOMA-Assisted Integrated Sensing and Communication,"Chengjun Jiang, Chensi Zhang, Chongwen Huang, Jianhua Ge, Mérouane Debbah, Chau Yuen",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3416319,https://doi.org/10.1109/JIOT.2024.3416319,,,
rec_00589,Exploiting STAR-RIS for Covert Communication in ISAC Networks Under Imperfect CSI,"Zhipeng Liu, Xi Li, Hong Ji, Heli Zhang, Victor C. M. Leung",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3453389,https://doi.org/10.1109/TVT.2024.3453389,,,
rec_00359,Exploiting STAR-RIS for Physical Layer Security in Integrated Sensing and Communication Networks,"Zhipeng Liu, Xi Li, Hong Ji, Heli Zhang",2023,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",10.1109/PIMRC56721.2023.10293862,https://doi.org/10.1109/PIMRC56721.2023.10293862,,,
rec_00146,Feasibility study of a Terabit/s GEO-to-Ground WDM Optical Communication Link,"Veronica Spirito, Giulio Cossu, Ernesto Ciaramella",-,,10.1117/12.2691132,-,,,
rec_00182,Fiber bundle-based beam tracking approach for free space optical communications link optimization,"Krunal Patel, Michelle O'toole, Katherine Newell, Radha Venkat, Hala Tomey",-,,10.1117/1.oe.63.4.041212,-,,,
rec_00693,Flexible Intelligent Metasurface-Aided Wireless Communications: Architecture and Performance,"Songjie Yang, Zihang Wan, Boyu Ning, Weidong Mei, Jiancheng An, Y. Eldar, Chau Yuen",2025,-,-,-,,,
rec_00087,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,"Jia Du, Chen Chen, Zhihong Zeng, Dengke Wang, Jia Ye, Jian Song, Harald Haas",-,,10.1109/lwc.2025.3593253,-,,,
rec_00557,Fluid-infiltrated on-axis ultra-compact reconfigurable intelligent surface for application of free-space optical communication,"Ramna Khalid, Nasir Mahmood, M. Q. Mehmood, M. Zubair, Y. Massoud",2023,SPIE/COS Photonics Asia,10.1117/12.2687624,https://doi.org/10.1117/12.2687624,,,
rec_00203,Free space optical integrated sensing and communication based on DCO-OFDM: performance metrics and resource allocation,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3469279,https://doi.org/10.1109/JIOT.2024.3469279,,,
rec_00185,Free-Space Optical Channel Turbulence Prediction: A Machine Learning Approach,"Zobaer Islam, Ethan Abele, Fahim Ferdous Hossain, Arsalan Ahmad, Sabit Ekin, John F O'hara",2025,,10.1109/lcomm.2025.3555162,-,,,
rec_00286,Frequency Diverse Array-Enabled RIS-Aided Integrated Sensing and Communication,"Hanyu Yang, Shiqi Gong, Heng Liu, Chengwen Xing, Nan Zhao, D. Niyato",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2025.3561140,https://doi.org/10.1109/TWC.2025.3561140,,,
rec_00736,Full-Duplex Integrated Sensing and Communication System Based on Microwave Photonics,"Weiqiong Wang, Guanxing Zhang, He Wen, Jie Zhang",2024,Asia Communications and Photonics conference and Exhibition,10.1109/ACP/IPOC63121.2024.10809573,https://doi.org/10.1109/ACP/IPOC63121.2024.10809573,,,
rec_00543,Full-Duplex Operation of ISAC: Self-Interference Reduction from the Lens of IRS,"Ehsan Tohidi, Ramez Askar, Zoran Utkovski, Sławomir Stańczak",2023,2023 IEEE Globecom Workshops (GC Wkshps),10.1109/GCWkshps58843.2023.10464418,https://doi.org/10.1109/GCWkshps58843.2023.10464418,,,
rec_00348,Full-Duplex-Enabled Joint Communications and Sensing with Reconfigurable Intelligent Surfaces,"C. K. Sheemar, G. C. Alexandropoulos, D. Slock, J. Querol, S. Chatzinotas",2023,European Signal Processing Conference,10.23919/EUSIPCO58844.2023.10289881,https://doi.org/10.23919/EUSIPCO58844.2023.10289881,,,
rec_00110,Fully Autonomous Reconfigurable Metasurfaces with Integrated Sensing and Communication,"Hamidreza Taghvaee, Maryam Khodadadi, Gabriele Gradoni, Mohsen Khalily",-,,10.23919/eucap60739.2024.10501539,-,,,
rec_00206,Fully integrated FMCW LiDAR optical engine on a single silicon chip,"Keyvan Sayyah, Raymond Sarkissian, Pamela Patterson, Biqin Huang, Oleg Efimov, Danny Kim, Ken Elliott, Louis Yang, David Hammon",2022,Journal of Lightwave Technology,10.1109/jlt.2022.3145711,https://doi.org/10.1109/jlt.2022.3145711,,,
rec_00029,Fundamental CRB-Rate Tradeoff in Multi-antenna Multicast Channel with ISAC,"Zixiang Ren, Xianxin Song, Yuan Fang, Ling Qiu, Jie Xu",-,,10.1109/gcwkshps56602.2022.10008661,-,,,
rec_00131,Fundamentals of phase-only liquid crystal on silicon (LCOS) devices,"Zichen Zhang, Zheng You, Daping P Chu",2014,,10.1038/lsa.2014.94,-,,,
rec_00528,Geometric Mean Rate Maximization in RIS-Aided mmWave ISAC Systems Relying on a Non-Diagonal Phase Shift Matrix,"Jitendra Singh, A. Jagannatham, L. Hanzo",2025,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2025.3573196,https://doi.org/10.1109/OJCOMS.2025.3573196,,,
rec_00748,GNN Based Beamforming Design for RIS Assisted Near-Field ISAC Systems,"Jiahao Chen, Feng Wang, Xin Wang",2025,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC65529.2025.11148663,https://doi.org/10.1109/ICCC65529.2025.11148663,,,
rec_00653,"Green Integration of Sensing, Communication, and Power Transfer via STAR-RIS","Vaibhav Kumar, Marwa Chafii",2025,-,10.1109/icc52391.2025.11161193,-,,,
rec_00128,"High speed, complex wavefront shaping using the digital micro-mirror device","Ahmed B Ayoub, Demetri Psaltis",-,,10.1038/s41598-021-98430-w,-,,,
rec_00164,High-capacity free-space optical communications using wavelength-and mode-division-multiplexing in the mid-infrared region,"Kaiheng Zou, Kai Pang, Haoqian Song, Jintao Fan, Zhe Zhao, Runzhou Zhang, Huibin Zhou, Amir Minoofar, Cong Liu, Xinzhou Su, Nanzhe Hu, Andrew Mcclung, Mahsa Torfeh, Amir Arbabi, Moshe Tur, Alan E Willner",-,,10.1038/s41467-022-35327-w,-,,,
rec_00175,High-capacity free-space optical link in the midinfrared thermal atmospheric windows using unipolar quantum devices,"Pierre Didier, Hamza Dely, Thomas Bonazzi, Olivier Spitz, Elie Awwad, Étienne Rodriguez, Angela Vasanelli, Carlo Sirtori, Frédéric Grillot",2022,,10.1117/1.ap.4.5.056004,-,,,
rec_00014,High-Resolution Imaging Capability of Large-Scale LEO Satellite Constellations,"Lhamo Dorje, Xiaohua Li, Yu Chen, Nihal A Poredi",-,,10.1109/icc51166.2024.10622727,-,,,
