record_id,source_db,status,decided_by,decided_at,stage,decision,automation_flag,title,authors,doi_or_id,year,screening_score
rec_00582,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted ISAC: Precoding and Phase-Shift Optimization for Mono-Static Target Detection,"Ozlem Tuugfe Demir, Emil Björnson",10.1109/GLOBECOM52923.2024.10901685,2024,2.7
rec_00583,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Dual-Functional Waveform Design for STAR-RIS Aided ISAC via Deep Reinforcement Learning,"Jifa Zhang, Shiqi Gong, Weidang Lu, Chengwen Xing, Nan Zhao, Derrick Wing Kwan Ng, D. Niyato",10.1109/PIMRC59610.2024.10817375,2024,2.7
rec_00584,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Energy Efficiency Optimization in Active Reconfigurable Intelligent Surface-Aided Integrated Sensing and Communication Systems,"Jun-qing Ye, Mohamed Rihan, Peichan Zhang, Lei Huang, Stefano Buzzi, Zhen Chen",10.1109/TVT.2024.3465897,2023,2.7
rec_00585,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,2-Bit RIS Prototyping Enhancing Rapid-Response Space-Time Wavefront Manipulation for Wireless Communication: Experimental Studies,"Yufei Zhao, Yuan Feng, Afkar Mohamed Ismail, Ziyue Wang, Y. L. Guan, Yongxin Guo, Chau Yuen",10.1109/OJCOMS.2024.3439558,2024,2.5
rec_00586,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Target Detection in ISAC Systems with Active RISs: A Multi-Perspective Observation Approach,"Shoushuo Zhang, Rang Liu, Ming Li, Wei Wang, Qian Liu",10.1109/tccn.2025.3573418,2025,2.7
rec_00587,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Robust Secure Beamforming Design for Downlink RIS-ISAC Systems Enhanced by RSMA,"Chen Zhang, Shaocheng Qu, Li Zhao, Ziming Wei, Qianqian Shi, Youya Liu",10.1109/LWC.2024.3521211,2025,2.7
rec_00588,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming and Reflection Optimization for NOMA-ISAC via IRS,"Yao Yu, Dongdong Li, Bin Wang, Zhutian Yang, Nan Zhao, Dusist Niyato",10.1109/TWC.2024.3504597,2025,2.7
rec_00589,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Exploiting STAR-RIS for Covert Communication in ISAC Networks Under Imperfect CSI,"Zhipeng Liu, Xi Li, Hong Ji, Heli Zhang, Victor C. M. Leung",10.1109/TVT.2024.3453389,2025,2.7
rec_00590,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Active STAR-RIS-Enabled ISAC Networks Against Simultaneous Eavesdropping and Detection Attacks,"Zhipeng Liu, Xi Li, Hong Ji, Heli Zhang",10.1109/JIOT.2025.3534290,2025,2.7
rec_00591,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Joint Beamforming for RIS-Assisted Integrated Communication, Sensing and Power Transfer Systems","Yue Yang, Hui Gao, Xiaoyu Yang, Ruohan Cao, Yongjian Fan",10.1109/LWC.2023.3327360,2024,2.7
rec_00592,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Joint User Localization, Channel Estimation, and Pilot Optimization for RIS-ISAC","Lechen Zhang, Xia Lei, Teng Ma, Hong Niu, Chau Yuen",10.1109/TWC.2024.3481494,2024,2.7
rec_00593,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Empowering ISAC Systems With Federated Learning: A Focus on Satellite and RIS-Enhanced Terrestrial Integrated Networks,"S. Pala, Keshav Singh, Chih-Peng Li, O. Dobre",10.1109/TWC.2024.3502394,2025,2.7
rec_00594,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted UAV-Enabled JSAC System: Joint Radio Resource and Phase Shift Optimization Framework,"Y. Tun, György Dán",10.1109/GCWkshps58843.2023.10464969,2023,2.7
rec_00595,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Sensing and Communications for Reconfigurable Intelligent Surface-Aided Cell-Free Networks,"Shanza Shakoor, Quang Nhat Le, Een-Kee Hong, Berk Canberk, T. Duong",10.1109/LCOMM.2025.3558995,2025,2.7
rec_00596,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Optimization of Reconfigurable Intelligent Surfaces and Dynamic Metasurface Antennas for Massive MIMO Communications,"Xuewen Qian, M. D. Renzo, Vincenzo Sciancalepore, X. Costa",10.1109/sam53842.2022.9827859,2022,2.5
rec_00597,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Integrated Sensing and Communication System With Physical Layer Security Enhancement by DRL Approach,"Peng Jiang, Xiaowen Cao, Yejun He, Xianxin Song, Zhonghao Lyu",10.1109/VTC2024-Spring62846.2024.10683048,2024,2.7
rec_00598,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Radio Tomographic Imaging With Reconfigurable Intelligent Surfaces,"Zan Li, Amartansh Dubey, Shanpu Shen, Neel Kanth Kundu, Junhui Rao, Ross D. Murch",10.1109/TWC.2024.3433011,2024,2.5
rec_00599,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Reconfigurable Intelligent Surface Based Orbital Angular Momentum: Architecture, Opportunities, and Challenges","Zhaohui Yang, Ye Hu, Zhaoyang Zhang, Wei Xu, C. Zhong, Kai‐Kit Wong",10.1109/MWC.001.2100223,2021,2.7
rec_00600,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Secure Beamforming Design for RIS-Assisted Integrated Sensing and Communication Systems,"Chengjun Jiang, Chensi Zhang, Chongwen Huang, Jianhua Ge, Jiguang He, Chau Yuen",10.1109/LWC.2023.3334275,2024,2.7
rec_00601,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,2- Bit Tunable Reconfigurable Intelligent Surface for Multibeam Antenna Applications,"F. M. Kabonzo, Muhammad Zaka Ali, M. Nedil",10.1109/USNC-URSI52151.2023.10237936,2023,1.4
rec_00602,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Downlink and Uplink ISAC in Continuous-Aperture Array (CAPA) Systems,"Boqun Zhao, Chongjun Ouyang, Xingqi Zhang, Hyundong Shin, Yuanwei Liu",10.48550/arXiv.2502.06967,2025,2.7
rec_00603,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Intelligent Waveform Design for Integrated Sensing and Communication,"Jifa Zhang, Shaoyong Guo, Shiqi Gong, Chengwen Xing, Nan Zhao, Derrick Wing Kwan Ng, D. Niyato",10.1109/MWC.003.2400044,2025,2.7
rec_00604,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A Deep Reinforcement Learning Framework for Joint Bs and Beyond Diagonal Ris Beamforming Design in Isac Systems,"M. Rahimi, S. Sobhi-Givi, M. Nouri, H. Behroozi, Murat Uysal",10.1109/IWCIT67595.2025.11073027,2025,2.7
rec_00605,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Coordinated Beamforming for RIS-Empowered ISAC Systems over Secure Low-Altitude Networks,"Chunjie Wang, Xuhui Zhang, Wenchao Liu, Jinke Ren, Huijun Xing, Shuqiang Wang, Yanyan Shen",10.48550/arXiv.2505.24804,2025,2.7
rec_00606,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Aided Non-Cooperative Multi-Base Station Multi-User ISAC Scheme,"Yihong Liu, Dongqi Luo, Feifei Gao",10.1109/TVT.2025.3529673,2025,2.7
rec_00607,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming Design for Secure ISAC Systems with Target-Mounted RIS,"Chao Zhou, Zhengquan Zhang, Xiaoxu Zhang, Nan Li, Zheng Ma, Ming Xiao",10.1109/IWCMC65282.2025.11059712,2025,2.7
rec_00608,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Transmitter Side Beyond-Diagonal RIS for mmWave Integrated Sensing and Communications,"Kexin Chen, Yijie Mao",10.1109/SPAWC60668.2024.10693959,2024,1.4
rec_00609,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Beamforming and Reflection Design for Short Packet ISAC With Non-Ideal RIS: An A3C-Based Approach,"Behrad Mahmoudi, Ahmad Khonsari, Farshad Zeinali, Mohammad Robat Mili, Mahdi Boloursaz Mashhadi, Pei Xiao",10.1109/TVT.2025.3525525,2025,2.7
rec_00610,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Improved AFSA-Based Beam Training Without CSI for RIS-Assisted ISAC Systems,"Yunxiang Shi, Lixin Li, Wensheng Lin, Wei Liang, Zhu Han",10.1109/vtc2025-spring65109.2025.11174845,2025,2.7
rec_00611,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Dual-Polarized Reconfigurable Intelligent Surface-Assisted Broad Beamforming,"Parisa Ramezani, Maksym A. Girnyk, Emil Björnson",10.1109/LCOMM.2023.3317439,2023,2.5
rec_00612,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A Dynamic Subarray Structure in Reconfigurable Intelligent Surfaces for TeraHertz Communication Systems,"Yicong Liu, Weijie Li, Zihuai Lin",10.1109/CSCN57023.2022.10051051,2022,2.5
rec_00613,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Enhanced ISAC Framework for Moving Target Assisted by Beyond-Diagonal RIS: Accurate Localization and Efficient Communication,"Dawei Wang, Zijun Wang, Weichao Yang, Hongbo Zhao, Yixin He, Li Li, Zhongxiang Wei, Fuhui Zhou",10.1109/TNSE.2025.3571278,2025,2.7
rec_00614,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Performance Analysis and Optimization of Reconfigurable Multi-Functional Surface Assisted Wireless Communications,"Wen Wang, Wanli Ni, Hui Tian, N. Al-Dhahir",10.1109/tcomm.2023.3300333,2023,2.5
rec_00615,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Multi-Functional Reconfigurable Intelligent Surface: System Modeling and Performance Optimization,"Wen Wang, Wanli Ni, Hui Tian, Y. Eldar, Rui Zhang",10.1109/TWC.2023.3305005,2023,2.5
rec_00616,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,"Haibo Wang, Zaichen Zhang, Yingmeng Ge, Bin Zhu",10.1109/TWC.2024.3484569,2024,3.5
rec_00617,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Coded Aperture Radar Imaging Using Reconfigurable Intelligent Surfaces,"R. Sankar, S. Chepuri",10.1109/CAMSAP58249.2023.10403473,2023,2.7
rec_00618,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Hybrid Beamforming for ISAC Systems With Reconfigurable Subarray Architecture,"Xin Jin, Tiejun Lv, Wei Ni",10.1109/PIMRC59610.2024.10817325,2024,1.4
rec_00619,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Wireless Communications with Reconfigurable Intelligent Surfaces,Ikram Singh,10.26686/wgtn.24286447,-,1.4
rec_00620,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RiLoCo: An ISAC-oriented AI Solution to Build RIS-empowered Networks,"Guillermo Encinas-Lago, Vincenzo Sciancalepore, Henk Wymeersch, Marco Di Renzo, Xavier Pérez Costa",10.48550/arXiv.2503.05480,2025,2.7
rec_00621,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Demo: Reconfigurable Distributed Antennas and Reflecting Surface (RDARS)-aided Integrated Sensing and Communication System,"Jintao Wang, Cheng‐Gao Ji, Jiajia Guo, Shaodan Ma",10.1109/ICCC57788.2023.10233300,2023,2.7
rec_00622,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Active and Passive Beamforming Design for Intelligent Reflecting Surface Assisted Integrated Sensing and Communications Systems,"Yongze Wang, Ang Gao, Qian Zhang, Xiaoyu Ren, Jiankang Zhang",10.1109/ICC51166.2024.10622614,2024,2.7
rec_00623,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Movable Antenna Enhanced Integrated Sensing and Communication Via Antenna Position Optimization,"Wenyan Ma, Lipeng Zhu, Rui Zhang",10.48550/arXiv.2501.07318,2025,2.5
rec_00624,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Movable IRS-Aided ISAC Systems: Joint Beamforming and Position Optimization,"Yue Geng, Tee Hiang Cheng, Kai Zhong, K. C. Teh, Qingqing Wu",10.1109/twc.2025.3605652,2025,2.7
rec_00625,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,STARS Enabled Integrated Sensing and Communications: A CRB optimization Perspective,"Zhao-Jie Wang, Xidong Mu, Yuanwei Liu",10.1109/VTC2022-Fall57202.2022.10013032,2022,2.7
rec_00626,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Coverage Enhancement in mmWave Integrated Sensing and Communication Networks,"Xu Gan, Chongwen Huang, Zhaohui Yang, Xiaoming Chen, Faouzi Bader, Zhaoyang Zhang, Chau Yuen, Yong Liang Guan, Mérouane Debbah",10.1109/Ucom62433.2024.10695883,2024,2.7
rec_00627,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Exploiting Movable Elements of Intelligent Reflecting Surface for Enhancement of Integrated Sensing and Communication,"Xingyu Peng, Qin Tao, Y. L. Guan, Xiaoming Chen",10.1109/twc.2025.3592747,2025,2.7
rec_00628,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A Standardization Framework for Channel Modeling in RIS-Assisted Integrated Sensing and Communication Systems,"Junpeng Lou, Chuangxin Jiang, Xianghui Han, Xinhui Wang",10.1109/MCOMSTD.0001.2400033,2024,2.5
rec_00629,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,OFDM-Based Active STAR-RIS-Aided Integrated Sensing and Communication Systems,"Hanxiao Ge, Anastasios K. Papazafeiropoulos, T. Ratnarajah",10.1109/lcomm.2023.3346685,2024,2.5
rec_00630,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Energy efficiency maximization for active RIS-aided integrated sensing and communication,"Mohamed Rihan, Alessio Zappone, Stefano Buzzi, Dirk Wübben, A. Dekorsy",10.1186/s13638-024-02346-8,2024,2.7
rec_00631,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Secure Beamforming for Hybrid RIS-Assisted Integrated Sensing and Communication,"Bingqi Zhang, Kaizhi Huang, Ming Yi, Kexin Liu",10.1145/3723890.3723935,2025,2.7
rec_00632,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Beamforming Optimization for STAR-RIS-Assisted Integrated Sensing and Communication,"Fangce Zhao, Zhenglun Pan, Xiyue Xia, M. Yuan, Dongxuan He, Huazhou Hou",10.1109/IWCMC65282.2025.11059504,2025,2.7
rec_00633,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Secrecy-Constrained UAV-Mounted RIS-Assisted ISAC Networks: Position Optimization and Power Beamforming,"Weichao Yang, Yajing Wang, Dawei Wang, Yixin He, Li Li",10.3390/drones9010051,2025,2.7
rec_00634,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,R-SACE: RIS-Enabled Sensing-Aided Communication Enhancement in ISAC Systems,"Xiaohui Li, Yunpei Chen, Hong Wang, Shuran Sheng",10.1109/TrustCom60117.2023.00378,2023,2.7
rec_00635,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Reconfigurable Intelligent Surface-Assisted Multisatellite Cooperative Downlink Beamforming,"Kai Feng, Ting Zhou, Tianheng Xu, Xianfu Chen, Honglin Hu, Celimuge Wu",10.1109/JIOT.2024.3372091,2024,2.7
rec_00636,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,eHPWAS'22: 10th International Workshop on e-Health Pervasive Wireless Applications and Services 2022 - Program,-,10.1109/wimob55322.2022.9941644,2022,2.5
rec_00637,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Reconfigurable Intelligent Surface Aided DFRC Vehicular Networks,"Junming Feng, Peichang Zhang, Lei Huang, Gong-bin Qian",10.1109/WCCCT56755.2023.10052208,2023,2.7
rec_00638,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,On Performance of Non-diagonal STAR RIS with Integrated Sensing and Communications,"A. Parihar, Keshav Singh, Chih-Peng Li, Vimal Bhatia, T. Duong",10.1109/GCWkshp64532.2024.11101643,2024,2.7
rec_00639,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Intelligent Convergence: Advancing 6G mmWave Networks with RIS-Enhanced ISAC for IoT Applications,"Xuanhui Liu, Yifeng Zhao, Xiaoqi Wang, Bo Wang, Keyi Cheng",10.1109/CSCWD61410.2024.10580000,2024,2.5
rec_00640,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Reconfigurable Intelligent Surface-Assisted Wireless Powered Sensing and Communication Networks,"Zhengyu Zhu, Kaixuan Guo, Zheng Chu, De Mi, Yuanwei Liu, Sami Muhaidat",10.1109/Ucom62433.2024.10695879,2024,1.4
rec_00641,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Location and Beamforming Design for Energy Efficient STAR-RIS-Aided ISAC Systems,"Qin Zhang, Han Wu, Hai Li, Zhengyu Song, Shujuan Hou",10.1109/LCOMM.2024.3503754,2025,2.7
rec_00642,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,IRS-Assisted Integrated Localization and Communication for Multiuser mmWave Massive MIMO Systems,"Xingyu Peng, Xiaoling Hu, Jiabao Gao, Richeng Jin, Xiaoming Chen",10.1109/WCNC57260.2024.10571190,2024,2.7
rec_00643,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Integrated Sensing and Communication: Challenges and Prospects,Siti Nur,10.55524/ijirem.2024.11.6.12,2024,1.4
rec_00644,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,User Sensing in RIS-Aided Wideband mmWave System With Beam-Squint and Beam-Split,"Jinyang Li, Shunde Zhang, Zan Li, Jianpeng Ma, O. Dobre",10.1109/TCOMM.2024.3439445,2025,2.7
rec_00645,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Robust Secure ISAC: How RSMA and Active RIS Manage Eavesdropper's Spatial Uncertainty,"A. A. Salem, Saeed Abdallah, Mohamed Saad, Khawla A. Alnajjar, Mahmoud A. M. Albreem",10.1109/tvt.2025.3610863,2024,2.7
rec_00646,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer.,"Ruixuang Wang, Weichao Ma, Jianwei Liu, Hongru Xu, Zichao Shen, Wangzhe Li",10.1364/oe.555053,2025,2.7
rec_00647,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated communication and sensing system based on Si-SiN dual-layer optical phased array.,"Yingzhi Li, Ziming Wang, Haolun Du, Baisong Chen, Junfeng Song, Min Tao",10.1364/oe.535444,2024,3.2
rec_00648,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Reconfigurable Intelligent Surface Aided Communications: Asymptotic Analysis under Imperfect CSI,"Bayan Al-Nahhas, Qurrat-Ul-Ain Nadeem, Anas Chaaban",10.1109/meditcom58224.2023.10266636,2021,2.7
rec_00649,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Imaging and Communication with Reconfigurable Intelligent Surfaces,"Hao Luo, Ahmed Alkhateeb",10.1109/IEEECONF59524.2023.10476888,2023,2.7
rec_00650,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Target State Tracking in Semi-Passive RIS-Aided ISAC Wireless Communication Systems,"Miaozhi Huang, Xiaoqing Wang, Yunhe Xu, Fei Du, S. Geng, Xiongwen Zhao",10.1109/ISAPE62431.2024.10840604,2024,2.7
rec_00651,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Resource Optimization in Active-STAR-RIS-Aided THz ISAC Systems With DDA Modulation: A Machine-Learning Approach,"Sravani Kurma, Keshav Singh, Shahid Mumtaz, Theodoros A. Tsiftsis, Chih-Peng Li",10.1109/TWC.2024.3428493,2024,2.9
rec_00652,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,NOMA-ISAC via IRS: A Joint Beamforming and Reflecting Optimization Approach,"Yao Yu, Dongdong Li, Bin Wang, Zhutian Yang, Nan Zhao, D. Niyato",10.1109/ICCC62479.2024.10681754,2024,2.7
rec_00653,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Green Integration of Sensing, Communication, and Power Transfer via STAR-RIS","Vaibhav Kumar, Marwa Chafii",10.1109/icc52391.2025.11161193,2025,2.7
rec_00654,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Sub-terahertz transmissive reconfigurable intelligent surface for integrated beam steering and self-OOK-modulation,"Dongfang Shen, Feng Lan, Luyang Wang, Tianyang Song, Munan Yang, Tianyu Hu, Yueting Li, Xiaolei Nie, Jiayao Yang, Shixiong Liang, Hongxin Zeng, Huifang Zhang, Pinaki Mazumder, Ziqiang Yang, Yaxin Zhang, T. Cui",10.1038/s41377-024-01690-0,2025,2.9
rec_00655,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Near-Field Integrated Sensing and Wireless Power Transfer Systems,"Yongsheng Ma, Qianyu Yang, Baoyun Wang",10.1109/ICCWorkshops59551.2024.10615333,2024,2.5
rec_00656,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RHS-UAV-Based ISAC System With RIS Enhancing,"Shunwai Zhang, Xu Ding",10.1109/LCOMM.2025.3569544,2025,2.7
rec_00657,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Hybrid Active–Passive Reconfigurable Intelligent Surface for Cooperative Transmission Systems,"Wenhe Wang, Kang Song",10.3390/app14010231,2023,2.5
rec_00658,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Reconfigurable Intelligent Surfaces for industrial applications: Challenges and Opportunities,"Véronique Georlette, D. Erricolo",10.1109/IECON55916.2024.10905457,2024,1.4
rec_00659,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,On the Performance Analysis of RSMA Based Transmission in STAR-RIS-Aided ISAC Systems,"Sutanu Ghosh, Keshav Singh, Cunhua Pan, Qingqing Wu, Chih-Peng Li",10.1109/ICC51166.2024.10623034,2024,2.5
rec_00660,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Dual Functional mm Wave RIS for Radar and Communication Coexistence in Near Field,"A. Tishchenko, Ahmed Elzanaty, F. Guidi, A. Guerra, Alberto Zanella, Mohsen Khalily",10.23919/EuCAP60739.2024.10501244,2024,2.7
rec_00661,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Wideband, Polarization-Agile Reconfigurable Intelligent Surfaces","Sanghamitro Das, Satish K. Sharma",10.23919/USNC-URSINRSM60317.2024.10464458,2024,2.5
rec_00662,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Analysis and Detection of RIS-based Spoofing in Integrated Sensing and Communication (ISAC),"Tingyu Shui, Po-Heng Chou, Walid Saad, Mingzhe Chen",-,2025,2.7
rec_00663,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming Design and Sensing in Satellite and RIS-Enhanced Terrestrial Networks: A Federated Learning Approach,"S. Pala, Keshav Singh, Chih-Peng Li, O. Dobre, T. Duong",10.1109/tccn.2025.3526781,2025,2.7
rec_00664,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Sensing and Communication With Symbiotic Radio and RIS-Assisted Backscatter,"A. Hakimi, Shayan Zargari, C. Tellambura",10.1109/LWC.2024.3486325,2025,2.5
rec_00665,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated single target sensing and multiuser communications based on zero-forcing beamforming,"Jingon Joung, Heejung Yu, Tony Q. S. Quek",10.1016/j.vehcom.2023.100637,2023,2.7
rec_00666,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A Real-Time Antenna Selection Approach in an RIS-Assisted MIMO Radar,"A. Ajorloo, F. Colone",10.23919/irs64527.2025.11046119,2025,2.7
rec_00667,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Photonic integrated sensing and communication system with multi-target detection capability,"Xinyi Ge, Fangzheng Zhang, S. Pan, Xiaopeng Hu, Cong Ma",10.1117/12.2672752,2023,2.9
rec_00668,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optimization of Reconfigurable Intelligent Surfaces Through Trace Maximization,A. Sayeed,10.1109/ICCWorkshops50388.2021.9473790,2021,2.7
rec_00669,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A TDDPG-Based Joint Optimization Method for Hybrid RIS-Assisted Vehicular Integrated Sensing and Communication,"Xinren Wang, Zhuoran Xu, Qin Wang, Yiyang Ni, Haotai Zhao",10.3390/electronics14152992,2025,2.7
rec_00670,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Deep Reinforcement Learning for Active RIS-Assisted Full-Duplex Integrated Sensing and Communication Systems,"Bingxin Zhang, Kang Zheng, Chao Tong, Kun Yang, Kang Yan",10.1109/TrustCom63139.2024.00373,2024,2.7
rec_00671,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Active-RIS-Aided Covert Communications in NOMA-Inspired ISAC Systems,"Miaomiao Zhu, Feng Lu, Xueyu Kang, Peng Chen, Gaofeng Pan, Hongwu Liu",10.1109/ICCCWorkshops62562.2024.10693815,2024,2.7
rec_00672,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Transmit Waveform and Passive Beamforming Design for RIS-aided MIMO DFRC System,"Biao Sun, Longyao Ran, Shengyao Chen, Feng Xi",10.1109/WCSP55476.2022.10039234,2022,2.9
rec_00673,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Robust Beamformer Design for Backscatter-Enabled RIS-Assisted NOMA ISAC,"Faraz Nassar, Keshav Singh, S. Prakriya, Raviteja Allu, Cunhua Pan, Chih-Peng Li",10.1109/ICCWorkshops59551.2024.10615384,2024,2.7
rec_00674,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Joint Beamforming and Phase Optimization in a Multi-user Communication System Composed of Dual Reconfigurable Intelligent Surfaces,Rui Lu,10.1109/iscipt53667.2021.00101,2021,1.4
