record_id,title,authors,year,venue,doi_or_id,Topology & HW Profile,Challenges,Signal Processing & Targeting Capabilities,Metrics & Evaluation,Solutions / Innovations,"Wavelength (λ,nm)",Range & Environment,Channel Impairment Focus,Turbulence Parameters (numeric only),Phase Retrieval / Channel Estimation,Beam Quality Metrics (numeric only),ISAC Coupling & Metrics,Hardware Maturity & Safety/Power,Evaluation Setup Notes,Risk of Bias,Normalization Notes,Anchor (p./Fig./Sec.),Notes,,,,,,,,,,,,,,,,,,,,,,
rec_00086,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,"Wenlin Bai, Peixuan Li, Xihua Zou, Ningyuan Zhong, Wei Pan, Xiong Deng, Lianshan Yan",2023,IEEE J. Sel. Topics Quantum Electron.,10.1109/JSTQE.2023.3276903,[C7: p.1] Photonics-assisted MMW system; Optical Frequency Comb (OFC) + WSS + I/Q-MZM for MMW upconversion; High-speed PD generates MMW (Ka/V-band); Coherent photonic de-chirper at radar RX.,"[C8: p.1] Electronics bottlenecks (narrow bandwidth, high cost) for conventional electrical multiband ISAC systems.","[C9: p.2, p.4, p.7] LFM-OFDM constant envelope waveform; Coherent multiband radar de-chirping; Coherence-processing-free multiband data fusion (all-pole model fitting); 2D ISAR imaging.","[C10: p.1, p.6, p.7] Data Rate: 16 Gbit/s (2x 8 Gbit/s); Range Resolution: 3.75 cm (single band) / 8.6 mm (fused); EVM: 9.5% (Ka), 10.2% (V); BER < 3.8x10^-3.",[C11: p.1] Photonics-based generation and coherent processing of MMW multiband ISAC signals; A multi-channel coherent photonic de-chirper with phase compensation enables data fusion for ultra-high resolution.,1549.4,"[C13: p.6, p.7] Indoor lab experiment; ~1.2 m (communication link); ~3.2 m (radar target distance).","[C14: p.2, p.8] LFM-OFDM integrated waveform; Trade-off between BER (comm) and SNR (radar) governed by Phase Modulation Index (PMI); Optimal PMIs suggested (1.0 for Ka, 0.7 for V).",,,,"[C18: p.2, p.8] LFM-OFDM integrated waveform; Trade-off between BER (comm) and SNR (radar) governed by Phase Modulation Index (PMI)...","[C19: p.5] Proof-of-concept experiment; Uses high-bandwidth optical components (I/Q-MZM, 70 GHz PD); Low-PAPR waveform (2.1-3.5 dB) maximizes PA efficiency.","[C20: p.5, p.7, p.8] Experimental demonstration; Ka-band (38 GHz) and V-band (52 GHz) tested; Static and dynamic (fan) targets used for radar; Simulation used to validate extension to U/V/W bands.","[C21: p.4, p.6, p.7] Short-range lab demonstration; Fusion gain relies on coherent phase compensation (VODL).",[C22: p.1] Total 16 Gbit/s data rate is 8 Gbit/s * 2 bands.,"[C7] p.1; [C8] p.1; [C9] p.2, p.4, p.7; [C10] p.1, p.6, p.7; [C11] p.1; [C12] p.5; [C13] p.6, p.7; [C14] p.2, p.8; [C18] p.2, p.8; [C19] p.5; [C20] p.5, p.7, p.8; [C21] p.4, p.6, p.7; [C22] p.1",[C24: p.1] Photonics used to generate and coherently process MMW (Ka/V-band) ISAC signals; Achieves 16 Gbit/s (2x8) and 3.75 cm resolution; Data fusion of the two bands improves radar resolution to 8.6 mm.,,,,,,,,,,,,,,,,,,,,,,
rec_00087,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,"Jia Du, Chen Chen, Zhihong Zeng, Dengke Wang, Jia Ye, Jian Song, Harald Haas",2025,IEEE Wireless Communications Letters,10.1109/LWC.2025.3593253,"[C7: p.1, p.3] Retroreflective optical ISAC (RO-ISAC); Transceiver (BLED module) <-> Receiver (PD module); Target (Receiver) equipped with Corner Cube Reflector (CCR); Reflected signal detected at transceiver by APD.",[C8: p.1] Balancing communication and sensing performance; Single pulse-based or OFDM-based waveforms are not satisfactory for both.,"[C9: p.1, p.2] OFDM-embedded Maximum Length Sequence (OFDM-MLS) waveform; Ranging via cross-correlation of reflected signal; Demodulation via OFDM demod.","[C10: p.4] Ranging RMSE (< 2 cm at 120 cm for n=8); Communication BER (vs distance, vs $\beta$); Data rate (62.5 Mbps & 109.4 Mbps tested); 7% FEC BER limit (3.8x10^-3).",[C11: p.1] A flexible OFDM-MLS waveform; A power allocation ratio ($\beta$) adaptively adjusts the power between the MLS (sensing) and OFDM (communication) signals to achieve a trade-off.,,"[C13: p.3, p.4] Indoor experiment; Distances from 48 cm to 120 cm.",,,,,"[C18: p.3] A power allocation ratio $\beta = P_{MLS} / P_{OFDM}$ defines the trade-off; A smaller $\beta$ improves communication (BER), a larger $\beta$ improves sensing (ranging RMSE).","[C19: p.3] Experimental setup using AWG, BLED module, PD module, APD, and DSO.","[C20: p.3, p.4] Hardware experiment; Compared ranging RMSE and BER for different $\beta$ values and distances; Benchmark: OFDM-embedded PAM (OFDM-PAM).",[C21: p.4] Lab experiment over short distances (max 1.2m); Clear line-of-sight.,,"[C7] p.1, p.3; [C8] p.1; [C9] p.1, p.2; [C10] p.4; [C11] p.1; [C13] p.3, p.4; [C18] p.3; [C19] p.3; [C20] p.3, p.4; [C21] p.4",[C24: p.1] Proposes a hybrid OFDM-MLS waveform for RO-ISAC (optical); A power ratio '$\beta$' controls the trade-off between sensing (MLS) and communication (OFDM); Experimentally verified over 1.2m.,,,,,,,,,,,,,,,,,,,,,,
rec_00088,Multi-UAV-Enabled Integrated Sensing and Communications: Joint Beamforming and UAV Placement Design,"Weihang Ding, Zixiang Ren, Yuan Fang, Ling Qiu, Jie Xu",2024,WCSP,10.1109/WCSP62071.2024.10827315,Multi-UAV (L UAVs) as dual-functional APs; UAVs equipped with vertical uniform linear array (ULA); K single-antenna Ground Users (GUs).,Highly non-convex problem; ULA configuration; inter-UAV interference.,Joint transmit beamforming and UAV placement optimization; Alternating optimization; Semidefinite relaxation (SDR).,Maximize minimum detection probability (Pd); GUs' minimum SINR constraints (Γ=0 dB in sim); Detection probability vs UAV altitude/transmit power/antenna count.,Iterative algorithm using alternating optimization and SDR to solve the joint beamforming and placement problem for multi-UAV ISAC.,,Air-to-Ground (A2G) scenario; Ground users and ground target; UAV altitude H=60 m (in sim).,Inter-UAV interference; Line-of-sight (LoS) dominated A2G links.,,,,Goal is to maximize minimum detection probability (sensing) while ensuring minimum SINR constraints (communication); Joint design balances the trade-off.,Minimum inter-UAV distance constraints for collision avoidance; Maximum transmit power constraints (30 dBm in sim).,"Numerical simulation; Compared against 'Sensing only', 'Isotropic transmission', and 'Single-UAV design' benchmarks.",Simulation only; Assumes fixed UAV height and known GU locations.,,[C7] p1; p1; p2; [C8] p1; p1; p2; [C9] p1; p1; [C10] p1; p1; p5; p5; [C11] p1; [C13] p1; p1; p5; [C14] p2; p2; [C18] p1; [C19] p1; p5; [C20] p1; p5; [C21] p2; p2,Proposes a joint optimization (beamforming + UAV placement) algorithm for RF-based multi-UAV ISAC; Uses SDR and alternating optimization; Simulation shows effective balance of sensing (Pd) and communication (SINR).,,,,,,,,,,,,,,,,,,,,,,
rec_00090,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,Boyu Dong et al.,2025,IEEE T-MTT,10.1109/TMTT.2025.3549729,Photonic D-band (134 GHz) ISAC; Fiber-Wireless Network; TFLN-MZM for direct echo reception/de-chirping; BPD at CU/DU,Direct reception/de-chirping of THz LFM echoes; Impact of long fiber lengths on echo return; Frequency instability from free-running lasers,TDM; Photonic de-chirping (PDC); Coherent homodyne photonic down-conversion; FOE & CPE algorithms,116 Gbit/s peak data rate; 6 mm range resolution; Mean ranging error < 3 mm; 10/20 km fiber transmission,Full-photonic direct reception and de-chirping of D-band LFM signals using a TFLN-MZM at the AAU,1550,10000; 20000,Fiber length impact (attenuation),,,,TDM,TFLN-MZM (MZ135-LN-110) S-params measured; TFLN-MZM operated at MITP to avoid false targets,Experimental demonstration; 16-QAM (comms); [cite_start]LFM (sensing),"TDM is an ""imperfect solution"" acknowledged by authors",,"[C7] p1 [cite: 621][cite_start]; p1 [cite: 613][cite_start]; p1 [cite: 622][cite_start]; p1 [cite: 622][cite_start]; p3 [cite: 722][cite_start]; p1[cite: 624]; [cite_start][C8] p1 [cite: 619][cite_start]; p1 [cite: 620][cite_start]; p6[cite: 926]; [cite_start][C9] p3 [cite: 718][cite_start]; p1 [cite: 648][cite_start]; p3 [cite: 722][cite_start]; p8[cite: 1060]; [cite_start][C10] p1 [cite: 624, 726][cite_start]; p1 [cite: 624, 725][cite_start]; p1 [cite: 624, 726][cite_start]; p9[cite: 1086]; [cite_start][C11] p1 [cite: 622][cite_start]; p1[cite: 622]; [cite_start][C12] p7[cite: 990]; [cite_start][C13] p9[cite: 1086]; [cite_start][C14] p11[cite: 1341]; [cite_start][C18] p3[cite: 718]; [cite_start][C19] p7 [cite: 1000][cite_start]; p5[cite: 860]; [cite_start][C20] p7 [cite: 983][cite_start]; p3[cite: 718]; [cite_start][C21] p12 [cite: 1359]",Achieved 116 Gbps / 6 mm resolution (TDM) over 10-20km fiber + D-band wireless link; Novelty is using TFLN-MZM for direct photonic reception and de-chirping at the antenna unit (AAU).,,,,,,,,,,,,,,,,,,,,,,
rec_00091,Enhanced Room Coverage with Photon-Level NLOS Ultraviolet Optical Wireless Communication,Jian Shao et al.,2025,IEEE PTL,10.1109/LPT.2025.3559423,"[C7: p.1, p.2] Solar-blind UV (265 nm) NLOS; Ceiling reflection/scattering; LED Array (Tx); PMT (Rx).",[C8: p.1] LOS links require stringent pointing/alignment (PAT); Ambient light interference (for VLC/IR).,"[C9: p.3, p.4] Matched filter (MF) detection (for saturated PMT); Photon-counting (PC); OOK-NRZ; [C18: p.4] Sensing relies on UV scattering... SNR change indicates smoke density.","[C10: p.1, p.2, p.4] NLOS: 2 Mbps over 9 $m^2$ room; LOS (baseline): 1.24 Gbps (0 deg) / <200 Mbps (20 deg); Sensing: SNR 5.13dB (no smoke) -> 11.33dB (smoke).","[C11: p.1, p.2] Reflection-assisted diffused-beam NLOS UV link for robust room coverage; ISAC for particulate/aerosol sensing.",265,"[C13: p.2, p.4] 3.6m (diagonal), 9 $m^2$ room; [C18: p.4] Smoke detection in acrylic enclosure.","[C14: p.1, p.4] Misalignment (for LOS); Particulate/aerosol scattering (for ISAC).",,,,"[C18: p.1, p.4] Joint communication and sensing; Sensing relies on UV scattering by particles; SNR change indicates smoke density.",[C19: p.2] UV-C irradiance 55 nW/cm^2 (safe); 0.45W Tx (rated).,"[C20: p.1, p.2, p.4] Experimental demonstration; LOS (DCO-OFDM) vs NLOS (OOK); Smoke detection in acrylic enclosure.",,,"[C7] p.1, p.2; [C8] p.1; [C9] p.3, p.4; [C10] p.1, p.2, p.4; [C11] p.1, p.2; [C12] p.1; [C13] p.2, p.4; [C14] p.1, p.4; [C18] p.1, p.4; [C19] p.2; [C20] p.1, p.2, p.4","[C24: p.1] Uses NLOS UVC (265nm) ceiling scatter for robust 2 Mbps, 9m^2 room coverage (unlike fragile 1.24 Gbps LOS baseline). Also demonstrates ISAC for smoke detection (SNR increases ~6dB).",,,,,,,,,,,,,,,,,,,,,,
rec_00093,A Photonics-Assisted D-Band ISAC System Based on A Time-Frequency Efficient Waveform,Junhao Zhang et al.,2024,ACP/IPOC,10.1109/ACP/IPOC63121.2024.10809716,[C7] Photonics-assisted D-band (150 GHz) ISAC; UTC-PD (Tx); Coherent OFC,[C8] TDM and FDM modes reduce time/frequency efficiency; CTCF (prior art) faces spectral broadening,[C9] Waveform design: Embedding subcarrier (SC) communication on LFMCW; Offline communication decoding,[C10] 88-Gbps data rate; 1-cm radial resolution; 10.2 m range; DCRQ 2.499 bit/(s² Hz cm),[C11] A time-frequency efficient ISAC waveform (CTCF) that embeds SC communication on idle time-frequency dimensions of LFMCW,1550,[C13] 10.2; Wireless transmission,[C14] CTCF mode; DCRQ (Density of capacity-resolution quotient) 2.499 bit/(s² Hz cm); LFMCW BW 25.8 GHz,,[C16] BER vs IOP evaluated,,[C18] CTCF mode; DCRQ (Density of capacity-resolution quotient) 2.499 bit/(s² Hz cm); LFMCW BW 25.8 GHz,[C19] IOP vs BER/SNR evaluated; Max IOP 8.5 dBm,[C20] Experimental setup; Offline communication decoding,,,"[C7] p1, p2; [C8] p1; [C9] p1, p2; [C10] p1, p2; [C11] p1; [C12] p2; [C13] p2; [C14] p1, p3; [C18] p1, p3; [C19] p3; [C20] p2",Achieved 88 Gbps + 1 cm resolution over 10.2m using a time-frequency efficient CTCF waveform (SCs embedded on LFMCW).,,,,,,,,,,,,,,,,,,,,,,
rec_00094,A Unified Waveform for Optical Wireless Integrated Sensing and Communication,Minghua Cao; Daqing Gao; Ying Wang; Yue Zhang; Hongtao Zhou,2022,2022 Asia Communications and Photonics Conference (ACP),10.1109/ACP55869.2022.10088865,"ISAC-OW system for autonomous vehicles with IQ modulator, coherent receiver (LO laser, 2×4 90° optical hybrid, BPDs), matched filter, and D=0.2 m receive aperture.",Design of a fully unified LiDAR+communication waveform under atmospheric turbulence.,QPSK-based DSSS unified waveform; coherent homodyne detection; matched filtering; correlation-based ranging.,BER vs SNR and ranging accuracy; 100.011 m estimated range for a 100 m target; ~7.5 dB SNR gain of QPSK-DSSS vs QPSK at BER=3.8×10^-3 under moderate turbulence.,Unified QPSK-DSSS ISAC-OW waveform where QPSK data is spread by a PN sequence used jointly for communication and ranging.,1550,100 m link; autonomous-vehicle optical wireless channel with turbulence.,Gamma–Gamma atmospheric turbulence channel model.,1e-17; 4e-14; 5e-12,Coherent homodyne detection assuming phase/frequency-locked LO and signal.,,Fully unified waveform: same QPSK-DSSS signal used simultaneously for data and ranging over the OW channel.,,Monte Carlo simulations comparing QPSK-DSSS vs non-spread QPSK under weak/moderate/strong turbulence.,"Simulation-only; Doppler neglected, so performance is optimistic for high-mobility scenarios.",BER target ABER_th = 3.8×10^-3 used as design/benchmark point.,[C7][C8][C9][C10][C11][C12][C13][C14][C15][C16][C18][C20][C21],"Simulation of a unified QPSK-DSSS ISAC-OW waveform for 100 m automotive links under Gamma–Gamma turbulence, showing notable BER and ranging robustness vs plain QPSK.",,,,,,,,,,,,,,,,,,,,,,
rec_00095,Coexistence of Distributed Sensing and Ultra-Simple Coherent RoF Based Front-Haul for Radio Access Network,"Maoqi Liu, Jingchuan Wang, Chen Liu, Changyuan Yu, Chao Lu",2025,JOURNAL OF LIGHTWAVE TECHNOLOGY,10.1109/JLT.2025.3555486,[C7: p.3] RoF front-haul; single laser; coherent driver module (CDM) / IQ modulator; EDFA; 10km fiber (FUT); PZT; PBS; PDs; Integrated Coherent Receiver (ICR); Antennas.,[C8: p.1] Nonlinear distortion introduced by the CDM; polarization fading.,"[C9: p.1, p.3] LFM carrier for sensing; probabilistic constellation shaping (PCS) QAM; pre-compensation algorithm; $\phi$-OTDR technique; matched filtering; rotate-vector summed (RVS) algorithm.","[C10: p.0, p.3, p.4] Sensing sensitivity: 28 p$\epsilon$/$\sqrt{Hz}$; Transmission: 1.6 GBaud 16 QAM at 28 GHz; Sensing SNR: ~16 dB; Spatial resolution: 10 m.","[C11: p.0, p.1] Ultra-simple RoF system integrating distributed sensing (DAS/$\phi$-OTDR) and MMW communication. Uses an LFM carrier for both... Achieves modulation and up-conversion in the CDM...",1550,[C13: p.0] 10-km fiber link (FUT); 1-m wireless MMW channel; Lab experiment.,"[C14: p.1, p.3, p.5] Fiber nonlinear effects; ASE noise; polarization fading; stimulated Brillouin scattering (SBS).",,,,"[C18: p.0, p.2, p.4] ISAC achieved by using an LFM carrier as both a sensing probe (via RBS) and a beat tone for RoF communication. Sensing and communication signals are separated in the frequency domain. Carrier (sensing) and signal (comm) power ratio (CSPR) is evaluated.",[C19: p.0] Uses commercially available components (coherent modulator/CDM).,"[C20: p.3, p.5, p.6] Experimental setup (Fig. 4). Compares LFM carrier vs single-frequency carrier (Fig. 9a); evaluates BER vs CSPR (Fig. 9a); evaluates B2B, 10-km fiber, and fiber-wireless (Fig. 12a).",[C21: p.0] Lab-based experiment; short wireless link (1m).,,"[C7] p.3; [C8] p.1; [C9] p.1, p.3; [C10] p.0, p.3, p.4; [C11] p.0, p.1; [C12] p.4; [C13] p.0; [C14] p.1, p.3, p.5; [C18] p.0, p.2, p.4; [C19] p.0; [C20] p.3, p.5, p.6; [C21] p.0",[C24: p.0] Proposes an LFM-based RoF system combining $\phi$-OTDR sensing and 1.6 GBaud/28 GHz MMW communication; Demonstrates 10km fiber sensing (28 p$\epsilon$/$\sqrt{Hz}$) and 1m wireless link; Uses a commercial CDM for modulation and up-conversion.,,,,,,,,,,,,,,,,,,,,,,
rec_00096,A Feasibility Study on Integrated Sensing and Communication in Cooperative Network,Xia Shen; Hujun Li; Yuan Wang; Zhiqing Wei; Zhiyong Feng; Zhiqin Wang,2022,WOCC 2022,10.1109/WOCC55104.2022.9880583,Cooperative ISAC: Source S with N antennas; single-antenna half-duplex AF relay R; single-antenna destination D.,Multi-link complexity; non-convex optimization.,Dual-function signal from S; echo-based sensing; MRC at destination; SDR→SDP via CVX.,Goal: maximize sensing via DPSL while guaranteeing comm-rate R_th.,Joint C-ISAC beamforming via SDR/SDP.,,No fixed geometry; cooperative S–R–D ISAC.,Noise at relay (σ_R²) and destination (σ_D²).,,,Dual-function S&C signal; metrics DPSL and R_mrc; trade-off shown.,Total antenna power P₀ at S.,"Simulations for N={6,8,10}; thresholds R_th; poor direct/relay link cases.",,,Antenna spacing d normalized by wavelength.,[C7][C8][C9][C10][C11][C14][C18][C19][C20][C22][C23],Feasibility study: cooperative ISAC with S–R–D improves sensing DPSL under comm-rate constraints.,,,,,,,,,,,,,,,,,,,,,,
rec_00097,Modulation Strategies for Robust Optical Wireless Communications and Sensing in 6G,"Bruno M.S.R. Rosmaninho, Paulo P. Monteiro, Vinicius. N.H. Silva, Maria C.R. Medeiros",2025,2025 25th Anniversary International Conference on Transparent Optical Networks (ICTON),10.1109/ICTON67126.2025.11125210,OWC/VLC system; AWG; Directly modulated laser diode (LD) (Thorlabs L638P040); Avalanche photodiode (APD) receiver.,Nonlinearities in light-emitting components (LEDs/LDs); high peak-to-average power ratio (PAPR) of OFDM; sensitivity to noise at low modulation indices; phase ambiguities (cycle slips) at high indices.,Constant Envelope OFDM (CE-OFDM); phase demodulator (arc-tangent processor); phase correction (PC) algorithm; ISAC for localization and material classification.,"EVM (Error Vector Magnitude). CE-OFDM achieves lower EVM (e.g., -28 dB) vs standard OFDM (e.g., -24 dB).","Review of CE-OFDM as a robust modulation for OWC/VLC. Proposes CE-OFDM for ISAC (localization) due to its ""thumbtack-like"" ambiguity function.",638,2-meter free-space optical link; Indoor sensing.,Component nonlinearity (LD); ambient light interference.,,Phase correction (PC) algorithm implemented to compensate for phase ambiguities/cycle slips.,,ISAC for joint communication and localization. ISAC tasks include localization and material classification.,,Experimental performance evaluation using 64QAM over 250 MHz. Compares CE-OFDM vs conventional OFDM and with/without Phase Correction (PC).,Lab-based experiment; short range (2m).,EVM used as the primary metric for comparison.,[C7] p1; [C7] p1; [C8] p0; [C8] p0; [C8] p2; [C9] p0; [C9] p1; [C9] p2; [C9] p0; [C10] p1; [C10] p2; [C11] p0; [C11] p2; [C11] p2; [C12] p1; [C13] p1; [C13] p0; [C14] p0; [C14] p0; [C16] p2; [C18] p0; [C18] p2; [C20] p1; [C20] p1; [C20] p2; [C21] p1,"CE-OFDM outperforms standard OFDM in VLC (2m link) by mitigating LD nonlinearities, shown via EVM; Proposes CE-OFDM for ISAC (localization) due to its favorable ambiguity function properties.",,,,,,,,,,,,,,,,,,,,,,
